age,gender,education,income,sirius,wharton,worktime
22,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,17
24,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,18
29,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,24
28,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,22
23,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,15
23,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
21,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,11
49,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,16
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,19
51,Male,Graduate or professional degree,"$75,000 - $150,000",No,No,26
19,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,15
26,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,25
24,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,16
59,Female,High school graduate (or equivalent),"$15,000 - $30,000",No,No,24
59,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,22
31,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,20
29,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,51
33,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,19
26,Female,Less than 12 years; no high school diploma,"$15,000 - $30,000",No,No,18
53,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,35
32,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,23
25,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,15
21,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,24
24,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,23
26,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,20
36,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,25
29,Female,Graduate or professional degree,"Less than $15,000",No,No,19
22,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,9
50,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,22
46,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,21
36,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,Yes,25
21,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,20
51,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,20
47,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,13
45,Male,High school graduate (or equivalent),"$75,000 - $150,000",No,No,23
25,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,Yes,31
47,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,48
28,Female,Graduate or professional degree,"$15,000 - $30,000",Yes,No,21
44,Female,Bachelor’s degree or other 4-year degree,"Above $150,000",No,No,21
25,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,32
18,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,14
53,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,37
20,Female,High school graduate (or equivalent),"Less than $15,000",Yes,No,25
30,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,20
28,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,14
36,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,29
27,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,21
39,Male,Graduate or professional degree,"Above $150,000",No,No,26
25,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,23
29,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
21,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,14
35,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,18
35,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,16
48,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,35
41,Female,Graduate or professional degree,"$15,000 - $30,000",Yes,No,37
25,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,16
23,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,13
21,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,36
37,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,30
29,Male,Graduate or professional degree,"Above $150,000",Yes,No,25
23,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,32
25,Male,High school graduate (or equivalent),"$15,000 - $30,000",No,Yes,20
46,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,20
60,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,56
46,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,26
51,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,32
23,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
30,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,20
40,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,38
28,Male,Graduate or professional degree,"Less than $15,000",Yes,No,17
47,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,40
27,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
50,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,27
28,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,20
42,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,21
29,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,27
25,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,17
18,Male,High school graduate (or equivalent),"$50,000 - $75,000",No,No,11
20,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,11
49,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,28
32,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,27
25,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
30,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,29
21,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,31
45,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,21
28,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,57
26,Male,High school graduate (or equivalent),"Less than $15,000",Yes,No,16
34,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,24
20,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,13
37,Female,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,26
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,34
55,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,21
48,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,30
27,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,30
33,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,30
30,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,14
34,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,22
62,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,16
32,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,44
19,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,31
20,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,Yes,42
32,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,Yes,20
26,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,16
37,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,20
22,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,18
42,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,28
19,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,25
41,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,16
31,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,21
39,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,21
19,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,14
35,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,19
32,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,25
30,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,20
26,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,15
20,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,12
22,Female,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,15
34,Male,Graduate or professional degree,"$15,000 - $30,000",Yes,No,11
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,30
26,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,19
30,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,14
27,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,24
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,18
22,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,20
29,Male,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,24
33,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,29
23,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,34
25,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,21
46,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,60
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,28
51,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,26
36,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,31
20,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,23
41,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,20
18,Female,High school graduate (or equivalent),"$15,000 - $30,000",No,No,29
40,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,17
24,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,32
25,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,22
29,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,64
38,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,16
37,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,18
33,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,23
35,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,22
30,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,21
28,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,17
27,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,13
24,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,20
25,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,24
35,Female,Graduate or professional degree,"Less than $15,000",Yes,No,21
28,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,28
24,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,Yes,11
19,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,18
50,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,29
32,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,19
31,Male,"Some college, no diploma; or Associate’s degree","Above $150,000",Yes,No,16
42,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,27
30,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,17
26,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,23
29,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,26
24,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,19
32,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
35,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,Yes,20
47,Female,Graduate or professional degree,"$30,000 - $50,000",No,No,25
24,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,37
29,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,21
22,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,21
25,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,20
47,Female,High school graduate (or equivalent),"Less than $15,000",Yes,No,27
60,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,36
21,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,19
23,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,22
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,11
34,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,14
20,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,32
22,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,20
26,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
30,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,21
20,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,16
29,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,18
22,Male,High school graduate (or equivalent),"$50,000 - $75,000",No,No,15
24,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,18
23,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,16
27,Male,Less than 12 years; no high school diploma,"$15,000 - $30,000",Yes,No,29
54,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,30
19,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,21
36,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,18
25,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,13
26,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,18
25,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,15
41,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,23
26,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,27
35,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,Yes,13
40,Female,Graduate or professional degree,"$15,000 - $30,000",Yes,No,26
22,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,25
24,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,20
22,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,17
22,Male,High school graduate (or equivalent),"$15,000 - $30,000",No,No,16
31,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,11
32,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,17
32,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,21
29,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,27
38,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,9
49,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,24
30,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,20
48,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,37
31,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,17
20,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,19
27,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,56
25,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,13
22,Male,Graduate or professional degree,"Above $150,000",Yes,Yes,15
23,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,14
19,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,19
34,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,37
49,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,42
37,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,22
28,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,17
28,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,46
35,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,23
32,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,19
25,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,13
34,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,22
32,Female,Graduate or professional degree,"$30,000 - $50,000",No,No,42
38,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,39
28,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,22
34,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,22
31,Female,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,19
29,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,Yes,60
31,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,24
42,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,40
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
24,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,10
45,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,17
29,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,22
32,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
23,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,Yes,37
32,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,24
27,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,17
33,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,42
31,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,16
25,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,25
40,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,29
35,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,31
23,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,23
18,Male,High school graduate (or equivalent),"$15,000 - $30,000",No,No,19
32,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,20
28,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,34
52,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,23
23,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,16
25,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,31
52,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,23
37,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
22,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,10
24,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,17
27,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,14
26,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
21,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,18
40,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,19
23,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,20
26,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,14
30,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,26
31,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,15
26,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,11
37,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,29
22,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,21
36,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,13
32,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,14
25,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,18
27,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,14
26,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,18
24,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,18
46,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,15
26,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,No,19
33,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,18
34,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,33
19,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,16
24,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,14
23,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,17
37,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,27
21,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,20
26,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,21
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,25
31,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,21
28,Male,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,20
21,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,Yes,13
41,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,21
49,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,22
23,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,23
26,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,26
23,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,17
25,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,15
36,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,17
25,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,19
35,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,17
20,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,Yes,25
28,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,Yes,21
28,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,24
27,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,17
24,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,20
29,Male,Graduate or professional degree,"Less than $15,000",Yes,No,32
28,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,15
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,31
36,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,27
33,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,11
31,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,No,20
23,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,19
27,Female,High school graduate (or equivalent),"$15,000 - $30,000",No,No,24
25,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,22
22,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,13
49,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,25
34,Male,High school graduate (or equivalent),"$75,000 - $150,000",No,No,27
38,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,35
24,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,Yes,9
21,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,18
40,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,52
21,Male,"Some college, no diploma; or Associate’s degree","Above $150,000",Yes,No,27
25,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,20
25,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,17
35,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,14
26,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,26
29,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,30
24,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,17
27,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,25
55,Female,High school graduate (or equivalent),"$30,000 - $50,000",No,No,15
29,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,22
24,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,15
34,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,20
22,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,14
38,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,48
30,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,18
21,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,18
27,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,13
29,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,27
27,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,12
25,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,16
34,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,20
23,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,28
49,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,40
28,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,15
26,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,14
51,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,26
28,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,13
23,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,26
23,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,13
